Username,Full Name,Followers,Following,Bio,Websites,Posts Count
lavonehump,Lavone Humphrey,26,501,"litle girl, NovelHolic, KomikFilia, Humoris, Real Eaer, pecinta Alam. :)",0,50
bookerqqt,Blair Booker,15,498,aa,2,36
meyeryxyp,Brandie Meyer,20,511,Dica para você que cuida da minha vida: anote tudo em um caderno porqe mnha memória é pessima.,3,168
sachadillardhn,Sacha Dillard,25,593,"Não tire conclusões precpitadas, nem eu me conheço direito, qem dirá você.",0,69
salvatorewn,Salvatore Pacheco,28,506,Nubian blogger providing information that is uplifting for people of frican descet...,0,107
frankiediazzjxv,Frankie Diaz,18,535,"Nightlife, Marketing Event Promotions,VIP's",4,82
warreniob,Warren Harrison,27,616,wefounloveinaHOPELESSplae.,5,93
bushxbrp,Connie Bush,19,547,"I'm what Lebron was to St. Vincent-St. Mary, I give ou nothing but greatness, and the rsults don't vary.-Drake",2,182
kellyuzrx,Kelly Oneal,26,532,"...Trust I seek and I find in you, every day for us somethng new, open mnd for a different view, And nothing else matters...",3,199
sheilamarshal,Sheila Marshall,15,565,A virtual editor at the http://t.co/ZeUPqYi0WV I help rewrite lives & reboot the fuure. Neuroplasticity can sculpt the plastic brain; it's all in the editing!,0,143
xiomarakw,Xiomara Chavez,25,526,Aventurous Girl.. All Time Blogger And Lver O Acting!!,5,104
bullockaplzt,Trent Bullock,33,651,aa,3,150
woodardbv,Eulalia Woodard,18,508,Portal de classificados Com os melhores fornecedores de produtos e serviços d Zona Leste deSão Paulo.,3,144
wallswzp,Leila Walls,16,561,ll,4,118
rosaurache,Rosaura Cherry,16,445,aa,2,135
kalisparkscqej,Kali Sparks,13,547,aa,3,174
roxanamalonezlr,Roxana Malone,35,519,"#rappr, #writer,  #silentwritter, #GHOSTWRITER need a hook or full song contact me.100%-confidential",5,137
marguritekqkrh,Margurite Rogers,19,404,I'm a sophomore at NORTH CAROLINA A&T STATE UNIVERSIY my wifey: @rihanna BFF: @CallMeJanae #RihannaNavy #TeamBreezy #NCT http://t.co/GvVCws18B0,2,126
tobivnvl,Tobi Horton,24,483,"I am the first Jedi Nerd philosopher of the random, I ove Sports Music MoviesSci Fi and DC comics. I'm very liberal, be free be happy, but not ALONE....",2,134
marthahillxip,Martha Hill,19,427,"R.i.p rndmaaaa,",4,42
harleydodsondg,Harley Dodson,14,432,"I love mygirl @Soicey_Baby,  love Money$$$$$, and I love Kush, plain and simple",1,196
williezyee,Willie Harper,31,628,aa,5,182
verdaquinnil,Verda Quinn,18,627,The Royal Pacifi Hotel Hng Kong is conveniently located at the city centre of Tsim Sha Tsui (Can,5,142
angelinehc,Angeline Dean,28,625,"Island Yellow Pages presents Islnd Nutz News, the leading source for news andupdates on everything in the Caribbean and Florida. Get on island time with INN.",5,161
rowenavm,Rowena Solis,22,581,Onlie penguins believe n hardcore danci.,3,98
kandilgl,Kandi Baird,19,617,Be yourlf OK............,4,146
pittmanld,Pat Pittman,15,593,aa,5,37
hahnctz,Chris Hahn,0,0,"Our family has been transporting vehicles since 975, ad we take every auto transport personally, no matter the make or value.",3,120
mayazgvw,Maya Patterson,28,615,"Never let the fear of striking ot, kee you from playing the game, follow me, i follow back :)",5,67
cassidyuhx,Cassidy Becker,22,624,"Official Twitter Account. Heart of an American, Brain of a Spaniard, Stomch of a Chinese, I am a Filipino.BS-Tourism Management @ Triniy University of Asia.",1,33
cameronvjh,Brittni Cameron,27,773,aa,4,147
acevedodemsq,Chasity Acevedo,26,619,I AM ME BECAUSE THAT'S AL  KNOW HOW TO BE #teamfollowback,0,180
jenneferovraz,Jennefer Workman,21,782,"Fxck The Drama ,, Get Mula (: .Proudly #TAKEN By @A_Smaxx ! #Teambreezy Err Die Hoee . CHRIS BROWN FOLLOWED ME 4/28/11 Also #teamtyga #taylorgng #temtunechi",3,126
lakenyacjlu,Lakenya Bean,17,650,"Worlds Largest Floating Dance Music Festival! 2200 Partiers 4+ Artists 9 Venues 2 Islands & 1 Massive Cruise Ship! Jan 2730, 2012",3,150
branchya,Cyril Branch,23,838,"Author Interviews, Galore and More. Email e atjoey.pinkney@gmail.com or direct message me.",0,126
evelynewtjkg,Evelyne Keller,16,573,"PUBLICIST/QUEEN OF PARTYING!, lov of music!!",1,74
parsonsmvcpu,Cicely Parsons,23,666,"Wolds Largest Floating Dance Music Festival! 2200 Partiers 40+ Artists 9 Venues 2 Islands & 1 Massive Cruis Ship! Jan 27-30, 2012",5,106
kiddkdydd,Randall Kidd,23,603,"14 anos, sargitarianocorinthiano,amo,saude,vadio heehe",0,183
fernandozpw,Fernando Nichols,23,738,#TeamThomas #Team SSU #Team Tiger...Followme i'll Follow back.,1,153
shepardkrywr,Jeniffer Shepard,20,730,IFMDb (Internet Forum Message Database) is a free search engine of the messages which are postd on nternet forums. Search similar forums messages at once.,0,124
kathlinewatk,Kathline Watkins,20,593,All thingsjustin bieber...,0,114
melinayjx,Melina Rowe,15,601,"For your inspiration dream house, with displaying of design, architecture, furnitre,n mor.. http://t.co/miTyAWISdB, http://t.co/mr8RiSvtu6",2,130
hardingjjy,Peg Harding,18,614,Sou presnça no Pagoode não largo mu Futebool =),2,77
susyhansengqw,Susy Hansen,26,1098,webcam model..... for free shows add my ooVoo == pleasureb001 (those are zeros not o's) ALL lades welcoe to watch,1,188
sidneykkrsq,Sidney Maxwell,21,713,aa,3,72
dorthapeckau,Dortha Peck,19,699,Bio ~~ 404 ot Fond,0,149
percyrsa,Percy Gallegos,29,651,"He creado una foto con la aplicacion Junos con la Seleccion, únete tu tambien para apoyar a nuestra seleccion en la Copa America 2011 http://t.co/WfCI4G0SGY",2,165
ronalduolxj,Ronald Forbes,15,668,We're an independent lectronic/Indie/Rock band fom Georgia.,0,93
farleykat,Ashely Farley,18,658,fllo me!:),5,132
staceeub,Stacee Griffin,22,617,"My hobbies are reading books and wtch films, football(soccer),motorsports and WoW. Music: Britney Spears and hiphop like akon For ore follow and tweet me :)",0,189
jessezfr,Jesse Parks,31,1152,"12.10.211 was the best day of my life, my dream of being n a show of my idol Justin Bieber became a reality ?.",1,86
vernnir,Vern Hester,22,672,"International talent management strategist.Connects top organisations,people and opportuities. Coach. Inspires creative thnking. Co-founder 3Plus Intl.",0,37
criseldaflm,Criselda Blanchard,15,573,"Pat f DXT, A3, & NFS",1,128
evangelineit,Evangeline Edwards,26,639,CASTIGRI GARATATE CU Tweets.,1,52
kamiboltonkqgx,Kami Bolton,23,621,"e ? feia, chata , insuportável ,idiota , a xuuxu do @fee_fagundes haha *-* a fofinha do @matheustmartins e a vitiima do @greenclown indo s2",4,107
wmgbmxz,Wm Burt,23,584,"Social Media, Facebook Certified Digitl Strategist and Web Project Manager focusing to become one of the best digital strategits in the world.",2,165
onealdpjic,Ruben Oneal,27,962,"Paulit-ulit, paikot-ikot, pait-parito, parot-paroon, pabigla-bigla, padahan-dahan, pakalwa, pakanan, paatras, pasulong, pataas, pababa, paloob, palabas, tapos",1,130
woodwardkp,Madeline Woodward,28,708,I am a model.. Mis otros tw » @LoveTeen2011 » @ToraWoloshinRD | @lulopilato me espondio sep 12/011 - Gleek - TeenAngels - Rihanna - Katy Perry - Gaga ?,2,77
nathanaeljwef,Nathanael Michael,32,1015,justin drew bieber. 3 he is y inspiration. e is my hero. he is my everything. i think he is perfect! you mad? stay mad. BIEBERCONDA!! i follow back. peace.,0,100
shandradsko,Shandra Watts,19,641,aa,3,66
gabrielspnmz,Gabriel Robles,20,850,"empowerment, holistic wellbeing, inspiratin, connection, authentic life, self expression, transformation, women in tranition, midlife, nature,  kindness!",0,75
micaelawardjq,Micaela Ward,26,626,aa,4,60
albertinayr,Albertina Kennedy,21,843,aa,1,92
bambimfkh,Bambi Tate,13,740,"ounder and CEO of FAL Enterprises, Literary Agent and Distribution/broker caabilities.",1,136
deangelohuffdb,Deangelo Huff,18,619,#Purpleninja . I'm just an ordinary kid. I love everyone coz i dont wanna hte anyone.I dont wanna insult anyone coz i knew i'm not perfect:) _Thanks_,0,185
nevadajntno,Nevada Stevenson,17,587,apalah arti sebuah bio... hidupmu adalah duniamu hidupku adalah duniaku... hal apapun dan sekecil apapun akan menyulut api kebencian dan mnebabkan perang...,1,71
manrvaas,Man Bush,28,687,11 agust 1995 | ?ALLAH | ? FAMILY | RD ? XI IPA 1? SMAN 12 BANDAR LAMPUNG | FOLLOW ? UNOLLOW (¬_¬),5,46
angelovrgtt,Angelo Mcintyre,22,585,GivTrending Topic News Over Here,3,51
barbiewelchtw,Barbie Welch,18,656,IAm Mindless Behavior Lovr,5,160
elverasteinxzdg,Elvera Stein,28,771,"Your source for Call Center Integration, Enterprise Social Media, Professional Web, and SEO Consulting Services. info@ethosiq.com http://t.co/gxNTRcgr",0,69
tristanrossocc,Tristan Ross,18,636,"Just me™  That's all  can be.  ?   ?   ?   ? Can't live without my music, iPhone, and Starbucs.",5,87
grossuzbbx,Andy Gross,27,718,"I am a home business specialist who works- and lives in a waterfront Florida home! The ore I help people, the mre successes I enjoy!",4,172
fullerrwy,Yahaira Fuller,19,736,"HEELS!/ fashiion /photography/ 17/ Bacon/ moneyy/ diiamonds/ glitter/ sparkles/ usiic && technology are myy liife, Follow mee && illfollow youu bakk 3 XOXO",0,196
julissaharmong,Julissa Harmon,24,549,Consultor. Tecnico Creativo.    E-Learning. Freelance Pdro Garcia Roman | pgarcialab,4,103
shirleenslo,Shirleen Sloan,20,715,aa,2,108
shieldsmsq,Robert Shields,26,585,I Rap & Mdl,1,183
greenelfk,Brendon Greene,16,699,"Be belieber is more thn just believe. To dream, support, love, play a role in Jusin's life, cherish and never turn your back ?",0,165
leandrorichmsg,Leandro Rich,16,602,Makin music sine I wa 6,2,191
leanoraxj,Leanora House,25,575,"La música es mi pasión,la amodemaciado.Me gusta mucho el arte. F O L L O W  M E?",1,46
troyprestonvuig,Troy Preston,13,526,ophie'BridgetScott,1,194
bobettelopezbuy,Bobette Lopez,19,808,This is Alex M-Campbell official tittr,5,135
felicegnzq,Felice Blanchard,15,651,nl,3,115
christaltillm,Christal Tillman,17,519,aa,5,135
lawandahaydeno,Lawanda Hayden,22,595,Verfied JLSter I ? JLS  Love JLS Moree Thann Anythingg Moree Thannn Wordss Can Sayy Xxx 3(AstonMrrygold My Husbandxx),0,107
garretnorto,Garret Norton,20,664,ProvidingFREE information on How To Create A Website by yourself.  Need A Website? No Budget for Web Design http://t.co/aURxS64a,3,164
jahkjs,Ja Avery,14,530,"I alwas say,  NEVER SAY NEVER! , t all my problems. :)",0,56
carpenteroskxi,Burl Carpenter,22,530,aa,1,95
keenanlq,Keenan Dalton,24,646,i'm indonesian.i'm proud for being indonesian mosem,0,76
chapmanomnn,Azzie Chapman,23,565,A group of determined moms spreading awarness nd trying to put an end to #bullying.,1,169
johnqgwuk,John Patrick,30,734,"ife Sucks, So Grab A Straw And Get Cofortable...",1,137
zelmariveraaar,Zelma Rivera,24,579,"Thelife and times of lifestyle purveyor George Sully,Founder of Design Embassy Group, Co-Creator of TCHAD Quarterly Magazine and Sully Wong Shoes.",1,69
aileneaif,Ailene Spence,33,852,aa,4,77
lisettehick,Lisette Hicks,27,625,"Apresentadora doQUE HISTÓRIA ÉESSA? Contadora de Histórias, radialista e escritora!",1,183
gardnerrdvh,Lenard Gardner,25,652,aa,2,38
gilmorekcdu,Aileen Gilmore,20,564,"I love to take picturs, sew, sell online.  I just love to tweet, and I will follow back.  #follow4follow  #teamfollowback  #teamfollowwack  #instantfollowback",1,151
baileyieqx,Sang Bailey,28,771,aa,3,116
reginiawarr,Reginia Warren,15,521,Giving away free Dr. Dre Bats now! Visit http://t.co/Fe7HCcrg !!!,1,108
hymanjarbb,Hyman Coffey,20,647,weeping may endure 4 night but joycome in the morning light. ilove god who is the head of my life hters do me no good. keeping my head up and faith to the max,2,105
namnxlvp,Nam Robbins,23,549,"20 | junior at gsu | aries | hispanic | triple majorin; psychology, spanish, and criminal justice | my life is diine chaos | get to know me",0,60
vickeymonroevwk,Vickey Monroe,24,538,"FOLLLOW MEE AND ILL FOLLOW BACK.#freshmanswag (vacahigh) , #LeanTeam , #teamtaken , #teamdopedickent.",4,169
audraadamshbc,Audra Adams,22,517,Yea dis ya boibigg bub...koolin as alwayz...follow ya boi...I luv 2 jke around n meet new friendz along da way...I'm a real down 2 earth kinda person,4,151
myrnalngj,Myrna Hartman,19,551,Eail: nynewestmusic@gmail.com..For all Inquiries nd show bookings....New Single Full Time Lover Available on Itunes NOW...,5,113
anettepuckett,Anette Puckett,19,594,aa,3,123
earliegoodmanh,Earlie Goodman,21,552,aa,0,108
yangtp,Tristan Yang,29,481,"http://t.co/PAa1DILj fan mde twitter for womens professional basketball player Angel McCoughtry for site updates, contests and giveays! :)",4,55
santanagf,Domenica Santana,25,524,"Esposo, Amigo, Pr. Dir. da Assembléia de Deus em Pq. Pulista DCaxis RJ, Juiz de Paz, Atuante em Politicas Publicas, Universitario, Ativista Comunitário.",5,68
mclaughlinlamj,Carri Mclaughlin,21,507,"An adventurous lady, a real Globe-Trotter. Have ben to Everst and places hotter. I could be a model but I'm not for hire, far too busy putting out fires",0,165
carrpchh,Eddie Carr,20,702,A&R CONSULTANT  PRODUCER  | HEAD DJ @DIPSETWEST_DJS | 730DIPSDJS | PORTERROCDJS | COAST2COATDJS | BIZ ONLY BOOKING4SUPER@GMAIL.COM,5,137
diannnv,Diann Lester,27,557,"Quality natural stoe tiles with discounted price our wide selection of naural stone tiles, mosaic tiles, granite tiles to contractors and retail customers.",0,199
ashlyleonatbgc,Ashly Leon,21,577,"WMDEAN is the King of Handmade Cuffinks! Prices start at $9.99 with FEE Worldwide Shipping. Perfect for weddings, fraternal groups, and avid collectors.",5,169
vivahkqos,Viva Case,18,548,#Sophmor@Dunbar#Sports#TEAFOLLOWBACK#TeamFuckYouMean#AllboutMe#TeamFuckAllHaters,4,140
kathrynstr,Kathryn Strong,17,566,Prtty ung ting,0,80
delbertaj,Delbert Bryan,22,560,"Isn't it funny how every teen s completely diferent from each other, but every teen has been through the same awkward moments?",0,160
edieboydadbo,Edie Boyd,26,588,for news and new products! Supplying all your coaching needs. Follow @AneEGalloway and @JneAStephenson,3,64
evanfitzpatri,Evan Fitzpatrick,22,518,Iniciativa usca valorizar água tatada incentivando substituição do consumo da água em garrafa pela água filtrada em estabelecimentos comerciais e residenciais,1,193
paulettaafxy,Pauletta Hopkins,20,565,#TeamPittman #TeamGetMoney #TeamEngaged #TeamREALaf #TeamFollowBck http://t.co/QqC0wve2,5,119
hydekgr,Lorinda Hyde,23,582,"Always love my family, @apipaah, all my riends, X.2, SMAN 5, PISMAN 5, SAUTA",4,58
brianauxjb,Briana Woods,17,547,"Jounalist. Women and girl empowerment advocate. HuffPost blogger. The Goddess Diaries, columnist. Wriing coach/consultant. Yogini.",1,192
carlenagi,Carlena Webster,29,753,Beliebing sine 08' and I'll be hre until the end.,0,66
jordanmhdg,Vanessa Jordan,17,624,Uma garota igual a todas as outras. Não sigo todos que m segue - beijos,3,63
elizbethcro,Elizbeth Frederick,19,665,insan dedigin kaç zamn yasar sonuda?,3,65
parkseuj,Iesha Parks,29,517,aa,5,83
emmettglv,Emmett Mccall,19,507,"@justinbieber I Lov You, 15 de Octubre el mejor día de mi vida.El día e cumplí mi sueño vi a @justinbieber y es hermoso te Amo, espero qe vuelvas a #Chile",2,143
franciebaileydk,Francie Bailey,16,531,Cloting Compan,2,133
joynerxm,Rosaline Joyner,23,583,CaliBaby:).17.Cheerleader.Tated.Pierced. Best Mexican You Will Ever Know:) #TeaTaken #TeamSkins #TeamTanSkinned #TeamGemini #TeamIDGAF,5,67
florboothhii,Flor Booth,19,499,"i've lost my power to feel tonight, we're al just victim of a crime .",3,55
malissaohp,Malissa Ross,25,552,I layDrums.,2,73
celesteswyb,Celeste Flores,24,584,Naturlly and ArtificiallyFlavoured Magically Delicious #?.?.?.?,2,84
danyelleki,Danyelle Kirby,14,562,Twitter page to show support @justinbieber and offiialjaden :),4,54
micaspencecghbb,Mica Spence,15,578,"i like gettin money,girls,soppin and hoopin ll day",4,30
nanclaytljpe,Nan Clay,25,489,Namastê!!! úvidas??? Inquietações??? Pegunte ao Guru!!!,5,140
glennisgxvg,Glennis Hamilton,18,500,nl,2,120
hessxky,Angelina Hess,16,451,nl,5,198
dukefkowu,Odette Duke,28,634,"Social mdia productivity solutions for witter, Facebook, StatusNet, blogs, and more.",1,108
wynnuv,Margarete Wynn,20,607,"@ladygaga is my goddesss, my life has completly changed snce i knew her ,she is inspiring me in my painting , love 2 draw hr so much ...",2,168
lannykxxdu,Lanny Combs,16,493,Antonia Janee One&Only:)),4,131
deliciaijxvh,Delicia Vance,22,505,aa,0,97
merrillxqs,Saul Merrill,15,475,??uician|Recording Artist|Songwriter|Dope|,2,88
ritaevansggigp,Rita Evans,25,619,"Wassup Mothafuckaas , You Already Know The Deal With Ka . && If You Don't Ask Abot me ! Follow Me . #TeamIDGAF Official Page @KiaSymone",0,45
ettiegxieo,Ettie Hubbard,20,534,#Teambreezy #Teabigtits #Teamshorgirls #Teamfollowback #Teamtaurus,2,150
guerreroekr,Jere Guerrero,22,541,"I'm just a modern guy with a shoe wbsite.  I have shoes,hats,clothes,flat irons for he ladies, and even glasses. Come check me out http://t.co/uz9ziISb",5,68
skinnernocm,Richelle Skinner,20,566,assy's the name. Follow me Ifollow back(: #teambencano,5,79
cantubu,Manda Cantu,21,549,"I don't care what other people think- ever hae, never will. I always stand true to myself- always.",0,142
carlsonqmb,Agueda Carlson,15,508,"College life, chllin. Mr.Right=@ObeyGiant6 11.6.11 #BumLove #TeamLibr #TeamFollowBack",2,47
pughnsg,Benedict Pugh,20,502,"Lampin, Still Blazin  #SkinnyNga #Humble MyDAY 6:20",4,170
refugionixonpw,Refugio Nixon,18,525,i am e take it or fuckoff,0,41
watkinsjuhcb,Cecille Watkins,32,522,"C.E.O of 7SEAS®: 7SEAS Clothin-7SEAS International,Dive,Surf & Yacht Club-SEAS Cottages & The Garden C@fe-I tweet about Oceans-Follow me,I always follow back",4,127
amoscohenyavo,Amos Cohen,16,519,"Beliber~,Smiler& LttleGirl",0,50
valdezuzvja,Maegan Valdez,10,408,aa,2,77
aldowsdh,Aldo Garza,34,749,"If you think I'm a little craz, then you are wron, because the truth is I am very crazy",5,131
ilonamcmahonzd,Ilona Mcmahon,15,559,aa,5,34
eveliveu,Eve Robinson,23,548,"A vida é a arte do encontro, mbora haa tanto desencontro *-*",5,194
fullerljsou,Lissa Fuller,25,511,Nws for #TechnoLover #GadgetLover Gamers,5,157
armandgambleyke,Armand Gamble,23,543,"Friends got a jb fo teach and learn, so the result will perfect, friends very important.. :D, share expierence so another don't fall on them",5,39
wilsonamdqc,Harrison Wilson,23,492,A NFP start-up founded at UChicago conecting college students to a nonprofit micro-volunteering network uing innovative live collaboration tools.,2,57
vellawatkinsjj,Vella Watkins,23,585,#TeamFlowBack,2,132
marlysvela,Marlys Velazquez,26,595,"LeTonya Moore, Esq., is The Opportunity #Coach, & dedicated to helping you develop tools to catapult you to the next lvel in #career or #busness!",0,73
jenicewzh,Jenice Hines,22,478,Hey ! my name is hoiri,2,87
leeanneayxb,Leeanne Riggs,17,446,Músico / Cantante / Diseñador. Vocalista  guitarra del grupo de ock @Renglon. Director del proyecto @vallartaesmusic. Gracias x leerme !,2,77
louellahol,Louella Holman,19,473,aa,4,93
holdersnae,Kennith Holder,24,490,'o .,0,84
finleypseb,Sherilyn Finley,24,462,aa,1,178
latoyiacdr,Latoyia Hopper,18,501,"The official Twitter account of Eric Taubert, Director of Audience Development at http://t.co/wrmVe97o and owner of Barometer dia.",0,179
glennacarverpl,Glenna Carver,21,491,aa,3,75
barkerisjph,Lucien Barker,26,630,Nothing..My life is mied up,5,49
dionnekiddvbvo,Dionne Kidd,19,434,"Markeing Mgr or Bus. Consulting Firm,Social Media Services and Bios Life Franchise Owners",3,193
ileanachasedeh,Ileana Chase,20,461,"I like to be entertained & often lack a fiter... you'll either like me or hate me, that i all.",2,131
josehodgesel,Jose Hodges,16,485,everyonemay know me but NOT my story | 15yo | #SEMAUKITA | #thent| #kewk | #greysonator #enchancer | #belieber | #simpsonizer | cody and justin followed me :),3,176
ediezargg,Edie Ray,25,644,fuc a bio (: just get to knoe me;D,0,133
floriadunntgkn,Floria Dunn,16,451,"Sii,SO ffAN dE @gloratrevi ...&!!?? #followback",2,95
cobbxlt,Odis Cobb,24,404,aa,5,105
mauritaiscds,Maurita Atkins,20,474,"Cincinnati’s Flee is one of Cincinnati, Ohio’s big name rap artist. Hisfirst mixtape Balling Like Kobe Lakers Edition, Vol. 1 hosted by TRAP-A-HOLICS",4,180
valeneaojjo,Valene Brennan,22,393,"We host various Escort Directory sites and have free, active, moderated message boards as well as a wide range f esort advertisers.",0,145
miriamstoutnlu,Miriam Stout,20,460,"Age 17,, OLLOW ME",3,119
loretafgslh,Loreta Cline,20,498,Hey Yallthis is NOT the Official Mzzladikay this is just a Fan Page so Folow her @Mzzladikay she follows back,5,144
lennienewmanua,Lennie Newman,13,483,"Apaixonada pela vida! Tenho um amor incodicinal do qual não abro mão, minha filhota lida!!!Sou uma pessoa feliz até a pagina dois!!!",5,93
shantebrewerwu,Shante Brewer,16,438,oomild,5,135
jonellwo,Jonell Cardenas,19,511,Facebook page http://t.co/dp4t10tc,5,181
wisexjv,Raul Wise,21,527,"O Makrolock é um software que controlaqualquer tipo de dispositivo removível, gerenciamento total do seu computador, e muito mais. isite: http://t.co/Fa8QsunV",5,190
melendezmdvv,Preston Melendez,22,517,Santa Claus' mission is to spreadjoy & cheer to boys and girls who are well-behaved an deserving of Santa's good will. Let's all get on Santa's NICE list!,1,43
georgehxn,Jordon George,16,355,#DANCER #CHOREOGRAPHER #YFL #@GLEonFOX #@msleamichele @CoryMonteith,4,49
tysonexxwx,Princess Tyson,20,412,"BottlePopz is an elite, upscale Exotic Dance Company srvie Chicago!",0,72
anniemirand,Annie Miranda,18,456,what's wrong being wron...hahahaa,0,56
lavinagajik,Lavina Petersen,9,440,Unlimited calling or Andrids and iPhones.,1,169
adellreesewm,Adell Reese,26,464,"Your business or orgnization CAN run better!  Organizational Development, Performance Anlysis, Change Management",1,181
estellesant,Estelle Santos,24,390,"Practical wisdom,healh, Chinese Medicine",3,170
sextonlvxun,Bernetta Sexton,12,394,Turkish RhanaNavy & Belieber.,2,113
tadburtkd,Tad Burt,18,421,Çou da academia Brasileira de letraz! Pençadora sempre me vem uma frase criativa na cabessa Miçégue!,0,145
kerrieestr,Kerrie Estrada,13,403,smpl,0,133
stuartrolkf,Nita Stuart,24,404,"Esposa, amiga y madre de tres. Amane de a tecnologia!",5,78
brandaryanfvxa,Branda Ryan,19,377,aa,2,177
allisondycv,Gerard Allison,17,397,i' madison*,4,123
justinagmmeu,Justina Ware,21,399,"Jornalista, redator da RIT-TV, editor de Aporte Economia e sócio da GVPRESSComuncação.",2,148
rosalindkytae,Rosalind Collier,21,414,hi. we're funy. so you should follow us :) dont like us? well im sorry. iyiyi love ou :),3,179
hilmauwax,Hilma Rivas,23,431,I am a very selfless selfish person...but goo to entertain everyone....,1,146
theodorelsq,Theodore Deleon,15,395,never judg a book by its cover util you find wats inside,0,75
morrismiee,Morris Holden,26,398,aa,2,184
romeofuente,Romeo Fuentes,13,379,"Whoa there , folow me (: I'll folow back !",0,98
freidadfq,Freida Gillespie,21,484,aa,0,67
tegandurhamoqk,Tegan Durham,14,529,#Est.1993 :#MellowHype #DiamondLIFE #iHoop: F.ck This Bio!! You Humans on't under stand my pin so u will never who i am!!!!,2,53
sammyklen,Sammy Mclean,21,464,"Westside Academy teaches Mo Duk Pai Kung Fu. Mission: provide quality istruction, love of learning, & open appreciation for all movement art. Portland, Oregon",0,177
fullerrhy,Diedra Fuller,10,415,nl,2,91
noelhxxjr,Santos Noel,19,384,Dha Name Be Poohdini. Either U Love Me Or U Hae Me. Cant Nan Bitch Ngga Make Me Or Break Me!! #BOSSBITCH #TEAMROLLDATSHITUP Enough Said Shut Up && FOLLOW!,5,77
ayalanxadj,Sherril Ayala,27,400,(??³?)?jut RIO OMOTU :),5,89
lopezzp,Cherlyn Lopez,19,401,tryig to be a illionaire,0,194
calderondrj,Joseph Calderon,13,429,I have always wondered wha it is about Twitter I am so addicted too? You should follow me. Seriously. I #FOLLLOWBACK,1,196
lizettefinleyo,Lizette Finley,13,374,"CEO @IgzatikDjs, PR 4 @BiggaRankin00 @CoolrunnngDjs, consulting, promotions, events, tours  Zone4Inc, Coast2Coast Djs, Rocharder Djs 4quoes teamiggy1@gmail",0,170
stephanfie,Stephan Fields,22,363,Part f 85 XXX | 49'12 | S | #GALAU49 pin:27dab199,1,158
noellafuh,Noella Phillips,25,400,"Producer/Composer - Prod. Credits: Booba, Eko Fresh, Ceza, Summer Cem, Massiv, Farid Bang, Sentino Bass Sulan Hengzt and many more.",2,97
barbramosspsb,Barbra Moss,10,405,"No matter whatage you ae, or what your circumstances might be, you are special, and you still have something unique to offer. - Barbara de Angelis",2,78
nathanielayuvz,Nathaniel Padilla,20,397,O UNICO GAOTO MUGLER Q AINDAONRRA O NOME Q TEM... SI E Q ME INTENDE,3,184
nortongj,Oscar Norton,18,400,TF_Kn,5,168
lingrepyj,Ling Richard,18,373,KAYA/KC FROM OXYGENS BAD GIRLS CLUB#3. PROMOTIONAL/PRINT MODEL/FOUNDER&DESIGNER of KCouture/POET/VOCALIST.THEE MST DOWN 2EARTH BAD GIRL EVA 3,5,141
parisxhue,Paris Woodward,18,390,VERFIED!,0,31
omagallegosgtty,Oma Gallegos,11,394,aa,5,106
lizzettegd,Lizzette Barnes,18,382,"hai let's follow me, i'll folow you back :",1,105
dalehaneydnnj,Dale Haney,21,418,"Viva o hoje pois o amanhã pode não existir...busque seus sonhos, pois se vc num corre atrás , não são as pessoas que vão buscar eles para vc! lute",5,113
valmorgannmfjz,Val Morgan,12,365,el chaca mas chaca e afria!,4,46
barrettcq,Teofila Barrett,19,394,#SWAGG...#ILoveJESUS...#ILoveMyWemon.. USNG... #ITA...#MomILoveYou.. #Stankod! .#JusJalin,4,162
nataliayzyaf,Natalia Buckley,24,431,Danng i never new i had that any follówers 33333,0,197
chanahamptonof,Chana Hampton,15,399,"Im 18. Vas Happenin'? orry, but I can't describe how much I love and admire ?@nedirection",2,90
carrolehkk,Carrol Flowers,15,381,"w ingin mencari persahabattan yg biza terima w pha da ea,n lw bza w ugga mw nyarii cewe yg biza saiiank ma w h tulluz,",0,187
houseqxtkm,Abbie House,23,389,"im nicole a 13 year old grl. i like muic, fashion, ..",3,105
chaunceyfarley,Chauncey Farley,15,384,UNIVERSAL GRACE FILS/FOUNDAION,5,81
mozellegc,Mozelle Kemp,10,388,for future daily trading inforation follow me trading_daily,1,77
sellersyncg,Trinity Sellers,19,411,i love @justinbiber he's my life ! true belieber since 2008 ! saw him 21.03.2011 best night eer ! #neversaynever #believe im a jadenator too @officialjaden,3,195
donetteprjvh,Donette Thomas,20,359,Jut a Deamer,3,194
kareenflynnwn,Kareen Flynn,18,353,Verified Belieber. @justinbiber ``Te amocon todo mi corazon Argentina´´ 12 de Octubre. ?,5,172
blackdrvpx,Milly Black,19,354,"Akun kusus buat ngiklan-ngiklan apapun, mau buat iklan artikel jualan blog, iklan toko online, iklan forum, bahkan iklan facebookmu sekaipun juga bisa.",5,67
cunninghamum,Vi Cunningham,16,402,"I'm an entertainment logger.  I blog eveything that is happening in the entertainment world from music to previews to movies. Cool stuff, contests!",4,70
morganuycr,Morgan Fox,15,344,i have another twitter ut i just wan't this one to be more private than the other one. it fuckig kills me that i can only use 160 letters...smh.,5,134
