Username,Full Name,Followers,Following,Bio,Websites,Posts Count
foleycwsib,Elna Foley,13,391,#TeamTakeYoBitchGang #TeamTheMovement #TeamOmfgThatsJosh #TeamMek We Out Here  #Team7mileBoiii #TeamVanDyke #TeamFreak #TeamEatItut #eamHustleMan,0,70
moiseskimm,Moises Martin,17,360,im liana may javier.. simple.nice. my obby is laughing :)! i love reading magazines of my favorite celeb .. \Y.A.M.\,4,190
lorrianehoust,Lorriane Houston,32,954,?? Sometimes a little perspective changs a whole lot of things!! hink of Happy thoughts! :,1,39
domingueztevrb,Rodger Dominguez,23,351,Free dating  in Floida  at http://t.co/q1wRZ50aNB,1,125
yolandexz,Yolande Preston,23,407,I come....I fuck shit up.... I leave,4,58
senapottszmdb,Sena Potts,18,381,Mu@silviovieira3,0,79
hilariaeb,Hilaria Alford,12,402,Profilenessis the state of being a digital online profile. In other words how to create and develop your brand onine. Watched over by @rayvellest.,5,68
dicksongf,Lauri Dickson,12,393,i play basball and i like log walkes on the beach.,1,113
shaquitaatkins,Shaquita Atkins,14,379,Hah wt r quotes  js a way to,0,108
dorseystaf,Dorsey Stafford,21,337,"the mell of rain, reading, wtching gymnastics, watching figure skating, xbox live, and my fiancée. AND MY BETA CHANDLER 3",5,142
jarvisehsj,Sharyl Jarvis,21,424,sexy and funy sense of hmour,1,139
terrenceun,Terrence Acevedo,19,384,aa,0,82
clarettaazx,Claretta Reeves,21,360,"?Layed back, love to par, just enjoying life. ? Stylist ? MakeUp Artist ? Hair Stylist ?",0,153
sherellcantre,Sherell Cantrell,16,380,No soy fa...soy una BELIEBER,0,41
malcolmjnpk,Malcolm Mullen,16,346,Mutiara Ariani ahman . 9th January . Single .,5,79
samuelyyukt,Samuel Bradley,15,422,aa,1,187
beasleyclxe,Maris Beasley,22,432,Hmmmm......:,4,51
jenellhaleywnhf,Jenell Haley,18,315,I'm app !!,5,87
wyattwpkg,Katheryn Wyatt,24,395,Estoy Para dmostrar Quien SoySaludos @axelglockboy,0,130
cathrynjdbb,Cathryn Bean,18,358,"Money,Power,Respect #TeamFollowBack #TeamTrueReigionBrandJeans   #TeamSODG In Love With @LeesinVintage Est:9.30.11",5,198
odonnellih,Zachery Odonnell,16,329,"All of the Washington Reskins news, sores and photos in one place and in real-time.",4,176
benitonelsonn,Benito Nelson,29,476,#teamLESBO #teamTAKEN #teamAPRIL #teamANDROID #teamREAL #teamARIE #teamTATTED_UP #tamITS_BREBRE_BITCHES!!!,3,136
reinaysdn,Reina Mckay,19,368,"O mundo é um lugar peigoso de se viver, não por causa daqueles ue fazem o mal, mas sim por causa daqueles que observam e deixam o mal acontecer.",1,77
kirbyxjm,Kirby Brady,25,342,Everyoes favorite asan. :),2,146
carienewmanbwr,Carie Newman,20,388,Everythings related to he Wars is Interesting to me. So feed me lease :))),1,132
tanjawhitake,Tanja Whitaker,24,373,"Life is simpe - eat, drink & pay. Follow my lead!",0,42
trevinofckq,Harmony Trevino,10,339,My twitter acont,5,74
dawnhaneyhnfk,Dawn Haney,17,355,aa,0,145
lovettakglkp,Lovetta Leach,21,349,I enjoy personalising blogs for business an leisure- Free Backgrouns  http://t.co/z3gZr5105G,1,158
pedrojmoje,Pedro Whitfield,18,365,wife. blogger. chocolate addict. pink. JC. re velvet cheesecake. chocolate mint ice cream. photography. desire to ive a creative life. life is fascinating.,2,192
mccartywmulr,Magdalen Mccarty,13,366,Bienvenidos a la págnaoficial de Imárn en Twitter!,4,97
mckinneyivxq,Gertrud Mckinney,20,349,Almost mous,0,73
taylorcarneyjp,Taylor Carney,20,370,You don't have to choose between making a livin and living your purpose! Visit my website fo details!,1,103
arlindahesswv,Arlinda Hess,15,336,"Refugee lawyer in Toronto interested in progressive causes, fighting for LGBTQ rights and YouTube pop stars. gotta mix itup to keep i all interesting!",1,200
lovettacraw,Lovetta Crawford,18,338,sua gaers,4,46
marthaknightbhg,Martha Knight,23,373,aa,5,80
yatesxzi,Katelin Yates,17,377,#takipedeitakipederm,4,144
salasbcoei,Delbert Salas,17,333,aa,0,43
kellervxg,Lavona Keller,20,337,Keep moving forwad,3,53
shauntegrave,Shaunte Graves,19,326,"meninnha de 6 anos ! alegre . gosto de brincar . dançar , brincar com o meu irmão , andar de bicicleta , et ...",0,38
pughxbvo,Jessie Pugh,20,407,"Producer, Graphics/Wb Desiner and Video Editor:",1,93
claytonabr,Clayton Hale,20,366,nerds areawesome. 8] Just like our tweets ;) dont believe? check the faves. bringing amazin tweets to you everyday. Enjoy & RT :*,5,101
bucknerffkx,Christal Buckner,23,389,"Beauty Therapist                                            I'll make you B.E.A.UTIFUL ?...                   ...if it's possible, no guarantee (disclaimer) ?",3,31
rosaqkz,Cammie Rosa,14,351,aa,2,123
bentleyqvjtn,Milly Bentley,14,365,Jst an Assole .,5,93
nicolsteph,Nicol Stephenson,19,337,Alien..pilgrim..foreinr..stranger..visitor..traveller on earth!,3,164
sheldonwongkf,Sheldon Wong,8,398,Needto  a plug!!!!!!!,0,188
brandyhendrixi,Brandy Hendrix,18,381,"MothER!R.N.='12! BeAutY,BRainS,ClASS!! LivIn like ITs My LAST!! MoNey.Is.A.MotIvAtion!..EdcAtioN TaKen Meh TheRe! #TeamArmy",0,132
ochoajyeej,Monserrate Ochoa,14,300,"Fã ñ é só aquele que consegiu um abraço do ídolo, fã aquele que  ama incondicionalmente e sempre lutará por ele. @Lua_Blanco @sophiaabrahao ?",3,180
ellisonihqk,Merle Ellison,20,383,"Cake Pisang, Roti Keong, Pastel&Risoles.. UMMY! Menerima pesanan : iban Indah Permai S.15 kiki-081990802777 , fela- 0819819381 (designby:@tyoadi pokywashere)",0,135
javiergordonx,Javier Gordon,11,362,Liv to Learn...#teamLEBIAN,1,186
renemvl,Rene Rush,14,365,"I'm an internet marketer providing Facebook Fas and Twitter Followers at very cheap rate. Your stisfaction, my priority",0,151
burtxntj,Raymundo Burt,18,371,aa,4,193
pamalampmjr,Pamala Hardin,16,349,"Solteira,Ciumenta,Manhosa,Libriana, Briguenta (quando percisa) Posso Fazer Seu Desejo Se Torna Realidade (66' egue?!! Msn:fernanda_katyelly@hotmail.com",3,41
sniderrtjd,Latoyia Snider,16,369,I MAE A Wish Every 22th OF Feb;*!??5al iLßas?r td?i e? fe ?wa? ?j?ou? ?,5,77
philicjv,Phil Sweeney,16,330,Te Offcial Selena Gomez Personal Twitter Page.,3,64
tonizswtm,Toni Lynch,15,369,o You! Never let anyon tell you who you are.,0,199
paulfeu,Jimmie Paul,18,357,Prod. Credits:| Lil Kris | 5-Dub | Jerm Havoc | Stunna Fitz | Chis L and more | Follow me @TibsOnTheBeat |,1,90
mikiavilajes,Miki Avila,10,361,Hpy Go Lucky :P,0,88
maudrjna,Maud Eaton,24,406,NOW UNDER NEW OWNERSHIP Despite the collecive punches in the head we love social mdia. Tweeting from our flagship location on the Langley By-Pass.,1,141
jeffhngqx,Jeff Lewis,18,333,nu,5,147
songpaqog,Song Herman,12,322,aa,0,58
haleyoumk,Wm Haley,16,345,Ordinary ... I love the Sea. Prditably...,3,166
numbershartman,Numbers Hartman,18,334,aa,0,35
tarahaguilartn,Tarah Aguilar,11,370,edia + Church - This is the Twitte News Feed of the content on our blog!,3,106
katelyntalleyl,Katelyn Talley,18,390,hello! i am Bryan Jimenez Alvarez and i sy NEVER SAY NEVER is a STAR and fulfill urdreams.,5,165
rennavangbgdib,Renna Vang,18,394,aa,1,197
donettaapdlg,Donetta Wiggins,23,349,aa,4,155
lopezqjb,Viviana Lopez,23,459,CeoOf Avera,2,135
englishiezy,Leola English,19,336,Its Kid Franc. Follow Me! Facebook @ http://t.co/NeXQozFa5o. #TeamNewKinD #NoFatBitches #Westside...oh an I'm 19! ;-) I lo curly haired girls. #B.L.K,4,108
shandikentdrmor,Shandi Kent,25,361,Verified Account ...Graphic Designer...Studi Engineer...Born Rich ...Recording Artist.... #TeamWiteIPhone YNP Bow!!,2,72
mcdanieltdguu,Shaina Mcdaniel,20,321,aa,4,84
magdafloyduon,Magda Floyd,17,310,"Perdóname por creerme todas tus mentirs , perdóname por creer en el amor.  Juuustin Bieber.3",2,58
lolitamnvn,Lolita Cantrell,13,515,aa,1,200
janycemp,Janyce Thornton,17,341,Supporting mission-driven entrepreneurs to ALIGN their bizdesin with the truth of who they are... their genius and mission... for max peace & profit!,1,35
lorenzahdem,Lorenza Dillon,17,345,supercalifutuistichyphyglamidcious,0,81
francisvpn,Hilaria Francis,23,353,soy simpmente yo...,0,118
aureamckinneytl,Aurea Mckinney,18,350,"Helping women create lives they ?! Life coach specializing in weight loss,wellness & reinventio. Thinks veggies are sexy. Writer. Joy seeker.",2,128
sosablo,Colby Sosa,22,285,"Know this: Facism i the alliance of Big Buiness, Banks and Government.",3,140
darwinnguyenuvd,Darwin Nguyen,16,384,"Announcer and Head of eporter Dept. at Tarumanagara Radio Statio,talk on every monday 1-3 pm|cc: @vomsradio",2,66
jamilamma,Jamila Kane,11,317,I spare no ones elings!!!!,3,57
levinepxjg,Cornelius Levine,25,367,yesterday  loved yu. today i leave you. tomorrow i'll miss you..,4,111
lilliangrb,Lillian Osborne,25,503,CallM Chump,0,179
doripughyy,Dori Pugh,15,394,"Uncoveringfootball will bring you all the latest football news, views and gossip. Follow us as weuncoer football one day at a time.",4,55
jonesalqqr,Marianne Jones,26,532,"Entrepreneur, poet, and a woman enoying the imple pleasure of life with family and friends.",5,96
deidrakgel,Deidra Bernard,22,346,Cuuuueeeekkkk Abbbiizzz....,3,80
ilanatfiqu,Ilana Baird,22,340,aa,5,148
antoinettejt,Antoinette Salas,22,453,Visit the AeyTimes Philosophy category at http://t.co/FIUu8lM7 to view philosophy ideas.  Join AeyTimes to share your own Pilosophy ides.,1,129
mullinstyy,Thu Mullins,24,521,Chillin b TeamBrooklyn #RandyMoss #TeamMoss #LakerGang #TeamPatriot #TeamMcLovin #TeamEvo4G #TeamEVO3D+?+=_=+?+ +n+(???)+n+,5,160
michelefh,Michele Acevedo,27,490,"Entrepeur, business owner, family man.",2,79
jannetteeok,Jannette Mcclain,23,359,aa,3,143
floranceunderw,Florance Underwood,19,340,aa,0,131
nataliefhgyy,Natalie Johnston,22,372,Glaswegin!StillAtSchool!Rapper! :)),5,158
joshfmatx,Josh Gray,13,385,..no place for begnners or snsitive hearts ?,1,171
celenaphilli,Celena Phillips,15,320,"Young black man, producer/beat maker, NC rep, ideo gaming junky.  I'm just young trying make it and better myself in this world.  Family over all o this earth",3,107
rozannepo,Rozanne Bell,15,312,Free advic on how to get he most bang for your betting bucks. Use free bets and bonuses to increase your betting balance,3,39
ryannozi,Ryann Ortiz,13,310,"I am a PRO at Call of Duty. I play video games and baseball. I m a competitive gamer (FA). XBLT is my twitter username, if your in a clan try me out sometime.",2,151
marshalltmqma,Yong Marshall,18,318,aa,3,182
hendersonwfz,Archie Henderson,22,357,Former Track and Field Athlete for Arizona State University - National Champion& All Aerican - Web Site Comming SOON - calvin_abram@yahoo.com imessage,2,37
rowesade,Domonique Rowe,20,330,aa,5,150
lahomahv,Lahoma Joyner,26,360,"Deejaying at Night Clubswent to economic high school,Knows English, Albanian, Turkish,From Kosov/Prizren.",2,135
saricastroygyqh,Sari Castro,19,330,aa,2,32
sargentxcw,Elwanda Sargent,15,364,Awas ada si gilang yg super genit nvite a bbm gua 276B6733 ?.....,3,136
williamuqda,Johnie William,12,346,"othead, goofy and I don't give a flying fuck about you ....  Yeh sooo you should follow me. AAAAANNNDD I dont have a FACEBOOK. Tumblr is BakerJohnnyBoy.",4,70
arlynefcxc,Arlyne Moon,21,338,n this world nothing is perfect.,5,175
avilafie,Lani Avila,28,530,ecent BCom Graduate; Mother of two; Lover of chocolate and laughter; aspiring business consultant - Account relacement for @maximizergirl,3,56
raylenemendezty,Raylene Mendez,17,315,"Just a girl who loveskicking but. I rock, and I'm a dude, dad. Check out my brother @TheRealKuya",1,162
renetranhapjl,Rene Tran,18,305,I a a Student | I am a regular boy | ?Everybody | ?amily |,4,105
mcguiredkhkq,Florida Mcguire,20,539,"am cool .. Haha :D uh am crazy i think am funny too :p i luv music i write emdoe! Uhm u know u luv me too, :p, i am wat i am , , peace",1,140
susannemossto,Susanne Moss,22,528,"the gy next door, daily wage laborer, shower crooner. Currently Trending on #Bollywood #India #Business #travel #investmen  #technology #music #sports",2,159
ashleyrouhg,Shela Ashley,14,336,"I'm jus a normal teenage girl wholikes to live my life to the fullest & with no regrets. 3B=beauty,brain,behavior. #PMA »Positive Mental Attitude",4,65
amberlywate,Amberly Waters,9,338,"Confessions of a Virgo....#ollegegirl, a sophomoreat the REAL #GSU.",4,129
gayebentleyxjn,Gaye Bentley,14,370,"May 26 = Best Day Ever ... Black , White ,ominican , Puerto Rican , 19 Years Of Age :)",2,124
henrygjst,Nicki Henry,14,321,"Get all the latest, relevant news updates about your favoriteTV Show Gossip Girl, all at  click of a button.",0,87
dwaynedotsonfqw,Dwayne Dotson,22,314,"Welcom to Zoya, Inc. where innovative means simple, versatile & practical.Our talented & experienced designers srive 2 develop products that make life easier.",1,101
shawror,Kevin Shaw,13,312,hey Rn  i am ery nice  guy,5,81
daughertynu,Gia Daugherty,25,443,???? - ??? ?????!,2,59
malliepadillah,Mallie Padilla,16,327,BIG Fan o VR46,0,45
faithcbkhd,Faith Duke,23,501,The official actvetwitter account of http://t.co/fkzFCmHh18 http://t.co/2TLvLKIaoJ http://t.co/RF7AJ3xqnB,2,184
hawkinscxk,Sherwood Hawkins,12,320,aa,2,105
shermanmhag,Gordon Sherman,18,403,"Chill, laid back person who loes to have a great time and hang out. #teamfollowback #teamvirgo #teamndependent #teamtakenobs",1,133
kellerzdld,Glenn Keller,15,372,Eletro/Dub-rapper. if Kurt & Morticia had a child.. #TooCool4School . Check out the video Go To Sleep http://t.co/eCEzJOu4,0,158
hancockvmop,Adriane Hancock,25,519,Hi! I'm Raissa. I share about my feelings and more good and funny quotes in th world! x?x?! Contact: bubbgirls@rocketmail.cm,4,41
chensjx,Enda Chen,23,539,.! :DD Folow mee:!:DD? Y Comprueebalo -Una superHiperrMeega buena persona ?..:) [Advertenciaa]: Escribo todoo Lo Que Me llegaa a la Mentee.* tuiteo full :),0,191
darwinzjqm,Darwin Shaw,23,344,"rhythm in ma blood,fel,travel,learn and OVEEE#",2,165
carynmccrayjas,Caryn Mccray,20,348,Love e Or Hate me IDGAF  Fllow At Your Own Risk,5,86
riveralvs,Karolyn Rivera,14,315,im razy and i love my faily,0,99
burkstna,Travis Burks,27,520,Going laces.... ?,3,145
yulandaguysbzp,Yulanda Guy,8,344,until u walk a day in my shoes ur opiniondon't matter #teamBGC #teambolegs #teamvirgo #teamsingle #teamtatted #team229/239,2,82
wilkinsoniuu,Tom Wilkinson,19,353,I am an internet entrepreneur and online marketer. I'll keep you updated on the latest new concerning oline marketing.,5,36
odetteschmid,Odette Schmidt,12,327,"My name is Selina. I love his boy from Texas, @AustinMahoe and my biggest dream is to be an actress. I follow back ?",3,68
conneryn,Augusta Conner,17,318,5 De octubre 2011 *-*,2,57
kylagvqj,Kyla Beard,12,356,nu,4,124
winniecotepyh,Winnie Cote,20,370,Am young and am bron and am surrounded b crack!!!!,1,171
kimildfo,Kimi Barlow,23,350,aa,4,70
osvaldofitzp,Osvaldo Fitzpatrick,19,388,"Narcisista é  pessoa que nutre amor excessivo a si mesmo.E afinal,não existe nenhum mal nisso,porque o amor mais bonito que pode existir se hama AMOR PRÓPRIO!",1,64
imasearsjt,Ima Sears,18,333,"I am here to get over 100 followers  day to my twitter acount.Need more follow me,#chakra #WillFollowBack #TeamAutoFollow #MRFOLLOWBACK1",5,84
bentonjyhk,Benton Alvarado,16,343,One Direction... The Direction To Perfection.? ? Ronn followed27/10/11 ? The Rythmix Followed 18/10/10 ?,0,98
noelreynoldswmx,Noel Reynolds,21,336,Live eachday asif it's your last?,3,167
morgancok,Morgan Sargent,16,429,"Photo takng, GaGa loving and ecotasic faerie",5,57
pearsonlrjkl,Dorathy Pearson,12,312,"meet me u, hereon twitter",0,148
terinazcy,Terina Morrow,11,408,Your solution for #examtime #snacks! We ship care #packaes to #university & #college #students all across Canada. You #ship care with your purchases.,3,126
angleapbwo,Anglea Hughes,16,319,Part of 85 XXX| 49'12 | HS | #GALAU49 pn:27dab199,3,84
tatewyu,Kristine Tate,13,346,Departamento de Administração do Centro de ducação Profissional Agnaldo de Campos Netto - CEPAC. Oferecendo cursos técnicos e profissionalizntes em Catalão.,2,184
glenniagz,Willian Glenn,25,328,"I am 18, i want o be a hip hop daner and a actress. I go by the name young mili or my nick name Bre .I want to start my career by being on Disney channel.",0,68
natachanewtone,Natacha Newton,17,295,aa,1,46
jeanellewarerk,Jeanelle Ware,19,304,"Collectible toy cars online auctions - Hot Wheels (Redlines, Blackwalls), Diecast, Nascar, ohny Lightening, Matchbox...",3,133
banksvfn,Johanne Banks,12,334,I am spontaneous.im a tshirt-jans/cargo pants-tsinelas type of guy and that defines me. dd Me BBMPin:308F295Dhttp://iamsuperkell.tumblr.com/,0,91
ehtelriverskmei,Ehtel Rivers,24,379,aa,4,118
wellsfxmxr,Basil Wells,14,347,"#TeamScorpio #TeamKOBE #MGoBlue #GoLions #BVMadeMe #TeaVEEZY #fuckYOURlife #ILoveTITTIES  sum it up muh??? Skype: fatbabyfnb, ooVoo: fatbaby2010 #HMU",1,178
mitchelchrist,Mitchel Christensen,10,336,"Os que lutam pela  justiça social, tem em mim um aliado. Sou scialista cristão, humano  amante de moto turismo.",3,105
tiffanyfrjsr,Tiffany Baldwin,13,321,htp://facebook.comofficialGenaii,3,115
estelakpmnp,Estela Pruitt,21,335,Die wichtigsten Erfahrungen und Finessen ausder Kunst des Daytrading in einem E-Paper zusammengefasst. Endlich Unbhängigkeit. Arbeiten mit Vergnügen.,5,125
merceryp,Edgardo Mercer,15,353,Todos los sábados chicas FREE y chicos con 50% de descuento por guestlst de@FEFOLENCINA,5,156
marvinrussel,Marvin Russell,16,373,I Just Do wat i can I dot Ned No Bitches to tell me wat to do.,3,91
augustinazmiy,Augustina Haley,13,329,"Geografo e Tecnico em Agropecuaria. Aficionado por Geografia, eociencas, Geotecnologias, Meio Ambiente e Planejamento Territorial.",4,80
mcgowanfbpg,Haydee Mcgowan,17,362,Chica ultitasking. vintage. Deseariavivir en NY.,4,50
carlotaxpv,Carlota Wells,15,337,Business Development/Social Media Specialist/Internet Researcher/Aid Reader/Movie Lover/Foodie/Cycing Newbie,2,82
mendozaorrn,Gia Mendoza,17,344,I believe there is more o learn on theinternet.,4,30
lyonscoye,Damaris Lyons,20,332,"Music is my life My life is Music its as simple s dat followww me . Unsigned, Undiscoverd Underated   #teamINKEDUP #tfb  #teamIDGAF #teamSPEAKMYMIND #SSU",4,147
talishawsl,Talisha Chang,16,334,"19 años, actualmente realizando el CBC(en Filo) para estudiar Comuncación Social.",0,168
audreyboyleni,Audrey Boyle,11,319,"Sucessful Entrepreneur Who Teaches Incredible  Strategies For Improving Health, Wealth & Business / Career Solutions. Dscover Life On YOUR Terms",3,83
michaeljmdm,Michael Clements,8,342,Me? I' me.. Like to haveFUN ! Laid back and dont care for the most part. .,2,84
lymaneynr,Lyman Roach,16,310,"#TEAMfus! #Follow @F_U_S, @mz_ladii_ cashflowbgo @verbalhunger @tru_image007 & @theealschooch!!! #TEAMfollowback FUS About It!",5,125
renacarrollmyo,Rena Carroll,17,300,aa,2,48
hobbsjbgn,Dudley Hobbs,13,334,?t??tt??queen?#KeepGod1st #TeamGeorgiaPeach #TeamNaturalBeuty #TeamLeo #TeamLoyal #TeamSingle #TeamBlessed Follow Me Then Mention Me For A Follow back ;),4,54
terrencepur,Terrence Vaughn,18,312,"Multi Awardwinning Young Entrepreneur including Barclays take one small step 2010,Enerprise speaker and owner of Kiki's Kabin & @Fidgets1",3,79
corneliado,Cornelia Dominguez,24,349,aa,0,45
roxanaazkoi,Roxana Nunez,15,348,"In Wicker Park, Francesca’s Forno encourages the lively artof dining in an unpretentious atmosphere, with good, simple cooking, friendly sevice & fair prices.",4,138
alethiaccspj,Alethia Hughes,25,299,"Blogger & Writer Interviewing your fav celebs. You have seen my wok on AllHipHop, VIBE, Global Grind, Necole Bitchie & more! Email: itsjazyfbaby@yahoo.com",5,185
faustinosngbc,Faustino Anthony,14,348,Lemme gie it o u nice and slow,4,75
vannessaohdvw,Vannessa Aguirre,20,309,"#TeamLibra #TamAndriod #TeamIDGAF! #TeamSingle Tweet Me For A Follow ack ! Names Ra'miro Im Coo Laid Back And Goofy As Fuck Wanna Kno more Hit Me Up Then ,",1,77
jeralduey,Jerald Lang,17,418,"The official Twitter account for http://t.co/4EBtUyoFON, he Center of Otakudom and Anim!",1,185
noellaroberso,Noella Roberson,17,333,Mui saves the Great Siberian Tiger.,1,169
janeyfo,Janey Marquez,20,350,aa,0,86
stanleygpvr,Stanley Cameron,17,351,aa,0,47
orrszvt,Ira Orr,10,394,aa,1,110
chenryng,Necole Chen,15,332,aa,3,122
owensarsed,Nakita Owens,16,311,guecwek cantik.,0,53
rochelmorganzjh,Rochel Morgan,14,332,#TEAM.I.DONT.FOLLOW.YOU.IF.YOU.DONT.FLLOW.BACK! #EAMLEBRON,3,88
delaneymckvz,Tegan Delaney,14,273,"Les recomiendo mirar mi TL, Hay mchos cistes, Frases, Preguntas, y ETC :)  Si les gustan mis tweets den RT ..",3,191
freemandownstj,Freeman Downs,16,336,Nicki minaj wht ababe 3,5,150
noelpmp,Norris Noel,15,343,Tweets fro Tchnology websites.,2,188
housenntx,Jonas House,22,293,aa,4,168
brigidffsqf,Brigid Levy,17,343,"I'm a dreamer who wants to dance under the moon?; TEEHEE! :3 ; MAROON 5, WESLIFE, RIHANA, PITBULL, FLORIDA, ect? ; EVERYDAY I'M SHUFFLING \m/.",4,71
taihpf,Tai Marshall,12,302,"GOT A BAD BiTCH,MY MOEY&YOUR RESPECT;iNDEPENDENT BiTCH,NO NiGGA NEEDED;CLASS ATTiTUDE;SASSY MOUTH;CREATiVE MiND;i RULE MY WORLD,FUCK YOURS!",1,127
obduliabut,Obdulia Butler,15,326,"Tweet ony Bible Quotes, that are sure to inspire Follow @kyronprince my personal acc.",0,95
bartonih,Edna Barton,18,328,"Calling al Hotels! I an increase occupancy in just a few days.Tweet,email or call.Totally FREE!  610.997.1174 sarah.janette@kgb.com",3,179
juliannacanno,Julianna Cannon,11,355,"Hey follow me and I wll Guarantee to follow you back 100%, and also if yu retweet me I will retweet you so we can both get more followers",2,175
dallasforemanbz,Dallas Foreman,11,329,Justin Bieer ad One Direction are everything :) Music and my friends are my life! JB and 1D arent following me yet... #NSN... Vas Happenin'? F4F :),0,87
chaselwfhp,Chase Winters,20,322,Im just a niga from da hood on some real niggerish shit. A nigga ike me talk shit all day an dont give a fuck bout what dem crackas think. Fucks wit ya boy!,1,30
dawnogt,Dawn Stephens,12,311,"A 24 year old wrestling fan with those un lady parts. I think, I laugh, I sing and make awkward dirty jokes.",0,96
woodardpsfxg,Hong Woodard,10,276,aa,0,61
emerykvrj,Emery Cobb,12,350,Livin Lyfe... Luvin Lyfe... Live Fre!!! Luv 2 Live!!!!,0,179
carrolhenryydy,Carrol Henry,16,316,We love Selena Marie Gomez. She is the best. and we really want to meet her and her to follow us 3 welove her soo much!,4,186
martinyptpj,Martin Banks,18,333,"Hi,I am Hellen.I like to go ut, watch movies, working out,and hangin with my friends.",3,112
albertdtw,Ricarda Albert,16,374,"BADD B.TCHES everywhee, They ????? me ain plyin ?",0,91
hernandezkrbyq,Aisha Hernandez,19,370,"I'm love watching actio films, i like smokeweed. :)",0,89
azzienunezumy,Azzie Nunez,7,321,folow my other accoun @ArianaMyLife,3,107
camerongbghn,Cameron Holder,12,321,#team liqhskin #team school #tem cuute,3,137
leatharowlan,Leatha Rowland,13,330,"Tis ation, under God, shall have a new birth of freedom and that government of the people, by the people, for the people, shall not perish from the earth.",0,67
carisaax,Carisa Sharp,20,412,I amin Forex Tader in last 6 Year,3,89
lelandrichar,Leland Richard,23,371,"Sou Dentista, tenho 4 anos, curto música pra caramba, esecianlmente rock n 'roll e torcedor do Atlético - MG!",4,145
larabrw,Dani Lara,29,313,"A nonprfit of top journalists scaning the Internet 24/7 to bring you a tasty feast of high quality news, opinion, photos and more from thousands of sources.",3,134
billyspearsuuue,Billy Spears,22,312,ne Sweet Nthings Daily.,5,150
tylerig,Lettie Tyler,17,335,"Animadora e Velório, Doida, Fugida doHospicio",1,184
jaunitamcint,Jaunita Mcintosh,19,337,15 yers old. Rock & Rll...,1,185
garnetbuckle,Garnet Buckley,15,308,"I faile a spelling tet in 3rd grade, b/c they asked me to spell AMAZING, & I wrote my name..",2,134
wesleylunacki,Wesley Luna,11,354,college student/Future Graphic Designer/Photographer/Simple But Elegant:Be An Orignal,3,101
thuherreraxnr,Thu Herrera,14,330,"Im the biggest loser with thebiggest smile :) you laugh bec. im different, I laugh bec. you're all the same!! :P #Belieber #Swifty #Smler  #Angel/#Simpsonizer",5,46
kellygorj,Elina Kelly,14,327,oleiragem Pura mkee',3,177
chapmantxb,Tammi Chapman,19,323,aa,4,167
natalyawil,Natalya Wilkinson,17,325,weLC]ME to Mi W]RLd!,1,58
thanheks,Thanh Richard,9,333,just a rap group based out of nc making gret music trying 2make it 2 the next leve!! so show some love 2 all of the artists on the label: #teamfollowback,5,189
jesicagooduj,Jesica Good,23,341,i love mistletoe @justinbieber i so proud of you. @justinbieber follw me please and my dream comming true or retwet a tweet from me ?$??,1,53
villarrealtddc,Magdalena Villarreal,12,333,aa,3,129
sherlenewill,Sherlene William,22,540,"My name is satyam . I am experienced in Wep Applications(php,mysl,juery)and Online Marketing for 6 years.",0,32
mcintyrefa,Felicidad Mcintyre,15,520,Wats here tah ay?,3,48
floyavmzg,Floy Lara,17,536,aa,4,105
samanthaxejlr,Samantha Riddle,17,325,never egret something tha once made you smile.,1,99
shanellqcr,Shanell Phelps,23,354,aa,0,180
whitleygille,Whitley Gillespie,17,314,Purveyors of the annual BCIC-New Venturs Competition for start-up tec entrepreneurs in BC,3,56
minhkramercft,Minh Kramer,18,302,"I amsuch a bieberholic x I love performing arts, I love actings. Drama is actually my life. My two nspirations are Justin Bieber and Nelson Mandela.",2,36
orajb,Ora Klein,10,293,MyLove: @drake #TeamCapricorn #TeamHrperKing  #FrankOcean #TeamDarkSkinned,0,121
linniemillsye,Linnie Mills,30,535,i loe u more than u d.. :(,2,85
silvaexcg,Bryant Silva,20,333,"'Last name ver, first name greatest",0,79
campbellpplb,Long Campbell,18,326,http://t.co/RNZWqIxAcR http://t.co/o7HfGVLMAC,3,163
jensenomgpi,Frankie Jensen,13,314,''Garotinha Feliz'' Que vê o mundo de uma maneira diferente. Mais que é mito sonhadora!,1,120
janenmy,Jane Conner,27,361,"Founder & CEO @_Promogroup_, an international multi-media comany. Passionate about BSS, Social edia, Cars, Gadgets & Sports...",1,197
guerrerohpi,Katrice Guerrero,12,327,#TeamtHaBaddest TeamAndroid #TeamCancer #TeamInstantFollowBaqk #TeamFollowBaqk ... #Oovoo/Skype- Allypooh10 #FB- Allison Lady'Bos Wellons,2,151
banksehjfl,Ela Banks,15,322,"Discover the true VALUE of SEO and how to apply it to your busines to get more customers Connect on Twitter, Linked In, or via our website.",2,75
telmahatfieldzg,Telma Hatfield,14,317,~Forever BELIEBER C: e Amo @justinbieber you're the best~ I am sexy Bitch ;)  http://t.co/oTJuS4JWdb,3,166
gidgetxxxaf,Gidget Grimes,18,347,Prod to be an Aerican.,5,30
sagepenningt,Sage Pennington,15,322,"Com licença, gostaria de dizer que é muito fácil um pessoa tá aqui dizendo qualquer coisa, sendo qe eu tou falando qualquer coisa.",3,102
howardpkoxe,Howard Cruz,14,314,"I'm a mom of 3, a freelance writer,Community Manager @resonatesocial and a gamer geek at heart:)",4,179
